acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
86,2018-04-04,0,0,0,0
86,2018-04-05,0,0,0,0
86,2018-04-06,0,0,0,0
86,2018-04-07,0,0,0,0
86,2018-04-08,0,0,0,0
86,2018-04-09,0,0,0,0
86,2018-04-10,0,0,0,0
86,2018-04-11,0,0,0,0
86,2018-04-12,0,0,0,0
86,2018-04-13,0,0,0,0
86,2018-04-14,0,0,0,0
86,2018-04-15,0,0,0,0
86,2018-04-16,0,0,0,0
86,2018-04-17,0,0,0,0
86,2018-04-18,0,0,0,0
86,2018-04-19,1,18.2217848333,0,0
86,2018-04-20,0,0,0,0
86,2018-04-21,0,0,0,0
86,2018-04-22,0,0,0,0
86,2018-04-23,0,0,0,0
86,2018-04-24,0,0,0,0
86,2018-04-25,0,0,0,0
86,2018-04-26,0,0,0,0
86,2018-04-27,0,0,0,0
86,2018-04-28,1,2.074078,0,0
86,2018-04-29,0,0,0,0
86,2018-04-30,0,0,0,0
86,2018-05-01,0,0,0,0
86,2018-05-02,0,0,0,0
86,2018-05-03,0,0,0,0
86,2018-05-04,0,0,0,0
86,2018-05-05,0,0,0,0
86,2018-05-06,0,0,0,0
86,2018-05-07,0,0,0,0
86,2018-05-08,0,0,0,0
86,2018-05-09,0,0,0,0
86,2018-05-10,0,0,0,0
86,2018-05-11,0,0,0,0
86,2018-05-12,0,0,0,0
86,2018-05-13,0,0,0,0
86,2018-05-14,0,0,0,0
86,2018-05-15,0,0,0,0
86,2018-05-16,0,0,0,0
86,2018-05-17,0,0,0,0
86,2018-05-18,0,0,0,0
86,2018-05-19,0,0,0,0
86,2018-05-20,2,209.267331833,1,0
86,2018-05-21,1,107.037211833,0,0
86,2018-05-22,1,165.8588525,0,0
86,2018-05-23,0,0,0,0
86,2018-05-24,0,0,0,0
86,2018-05-25,1,290.195766833,1,0
86,2018-05-26,1,44.8348338333,0,0
86,2018-05-27,0,0,0,0
86,2018-05-28,0,0,0,0
86,2018-05-29,0,0,0,0
86,2018-05-30,0,0,0,0
86,2018-05-31,2,265.350620166,1,0
86,2018-06-01,1,81.2738223333,0,0
86,2018-06-02,1,2.21592866667,0,0
86,2018-06-03,1,225.691535833,2,0
86,2018-06-04,1,42.5486591667,0,0
86,2018-06-05,1,119.478865833,2,0
86,2018-06-06,0,0,0,0
86,2018-06-07,2,422.072859166,0,0
86,2018-06-08,1,102.564867167,0,0
86,2018-06-09,1,182.623083,0,0
86,2018-06-10,0,0,0,0
86,2018-06-11,0,0,0,0
86,2018-06-12,0,0,0,0
86,2018-06-13,0,0,0,0
86,2018-06-14,0,0,0,0
86,2018-06-15,1,28.4373236667,0,0
86,2018-06-16,1,4.97850983333,0,0
86,2018-06-17,0,0,0,0
86,2018-06-18,0,0,0,0
86,2018-06-19,0,0,0,0
86,2018-06-20,0,0,0,0
86,2018-06-21,0,0,0,0
86,2018-06-22,0,0,0,1
86,2018-06-23,1,135.702117167,1,0
86,2018-06-24,0,0,0,0
86,2018-06-25,0,0,0,0
86,2018-06-26,0,0,0,0
86,2018-06-27,0,0,0,0
86,2018-06-28,1,313.6647285,5,0
86,2018-06-29,0,0,0,0
86,2018-06-30,0,0,0,0
86,2018-07-01,0,0,0,0
86,2018-07-02,0,0,0,0
86,2018-07-03,0,0,0,0
86,2018-07-04,0,0,0,0
86,2018-07-05,0,0,0,0
86,2018-07-06,0,0,0,0
86,2018-07-07,0,0,0,0
86,2018-07-08,0,0,0,0
86,2018-07-09,0,0,0,0
86,2018-07-10,0,0,0,0
86,2018-07-11,0,0,0,0
86,2018-07-12,2,246.882659834,5,0
86,2018-07-13,0,0,0,0
86,2018-07-14,0,0,0,0
86,2018-07-15,0,0,0,0
86,2018-07-16,0,0,0,0
86,2018-07-17,0,0,0,0
86,2018-07-18,0,0,0,0
86,2018-07-19,0,0,0,0
86,2018-07-20,1,5.46117033333,0,0
86,2018-07-21,0,0,0,0
86,2018-07-22,1,9.67367366667,0,0
86,2018-07-23,0,0,0,0
86,2018-07-24,0,0,0,0
86,2018-07-25,0,0,0,0
86,2018-07-27,0,0,0,0
86,2018-07-28,1,16.4503373333,0,0
86,2018-07-29,0,0,0,0
86,2018-07-30,0,0,0,0
86,2018-07-31,0,0,0,0
86,2018-08-01,0,0,0,0
86,2018-08-02,0,0,0,0
86,2018-08-03,0,0,0,0
86,2018-08-04,0,0,0,0
86,2018-08-05,0,0,0,0
86,2018-08-06,0,0,0,0
86,2018-08-07,0,0,0,0
86,2018-08-08,0,0,0,0
86,2018-08-09,0,0,0,0
86,2018-08-10,0,0,0,0
86,2018-08-11,0,0,0,0
86,2018-08-12,0,0,0,0
86,2018-08-13,0,0,0,0
86,2018-08-14,0,0,0,0
86,2018-08-15,0,0,0,0
86,2018-08-16,0,0,0,0
86,2018-08-17,0,0,0,0
86,2018-08-18,0,0,0,0
86,2018-08-19,0,0,0,0
86,2018-08-20,0,0,0,0
86,2018-08-21,0,0,0,0
86,2018-08-22,0,0,0,0
86,2018-08-23,0,0,0,0
86,2018-08-24,0,0,0,0
86,2018-08-25,0,0,0,0
86,2018-08-26,0,0,0,0
86,2018-08-27,0,0,0,0
87,2018-01-12,0,0,0,0
87,2018-01-13,1,409.708017333,0,0
87,2018-01-14,2,258.208079166,0,0
87,2018-01-15,1,154.210609333,1,0
87,2018-01-16,1,213.179798167,0,0
87,2018-01-17,0,0,0,0
87,2018-01-18,0,0,0,0
87,2018-01-19,2,175.226768833,1,0
87,2018-01-20,0,0,0,0
87,2018-01-21,0,0,0,0
87,2018-01-22,0,0,0,0
87,2018-01-23,0,0,0,0
87,2018-01-24,1,2.3359495,0,0
87,2018-01-25,1,76.1119253333,1,0
87,2018-01-26,1,104.496227333,0,0
87,2018-01-27,1,193.432300167,1,0
87,2018-01-28,1,228.969380333,0,0
87,2018-01-29,1,151.760114333,0,0
87,2018-01-30,1,37.7447875,0,0
87,2018-01-31,1,52.3422046667,0,0
87,2018-02-01,0,0,0,0
87,2018-02-02,0,0,0,0
87,2018-02-03,1,4.03338283333,0,0
87,2018-02-04,0,0,0,0
87,2018-02-05,1,96.7443913333,0,0
87,2018-02-06,0,0,0,0
87,2018-02-07,0,0,0,0
87,2018-02-08,0,0,0,0
87,2018-02-09,1,303.935678333,1,0
87,2018-02-10,1,76.7334055,0,0
87,2018-02-11,1,2.22102,0,0
87,2018-02-12,1,83.3272933333,0,0
87,2018-02-13,1,57.322051,0,0
87,2018-02-14,1,82.2460878333,1,0
87,2018-02-15,2,133.288541,1,0
87,2018-02-16,2,68.7259871666,1,0
87,2018-02-17,1,18.6858198333,0,0
87,2018-02-18,0,0,0,0
87,2018-02-19,0,0,0,0
87,2018-02-20,0,0,0,0
87,2018-02-21,0,0,0,0
87,2018-02-22,0,0,0,0
87,2018-02-23,0,0,0,0
87,2018-02-24,1,41.1836458333,0,0
87,2018-02-25,1,132.234086833,0,0
87,2018-02-26,0,0,0,0
87,2018-02-27,0,0,0,0
87,2018-02-28,1,28.7949733333,1,0
87,2018-03-01,0,0,0,0
87,2018-03-02,0,0,0,0
87,2018-03-03,0,0,0,0
87,2018-03-04,0,0,0,0
87,2018-03-05,0,0,0,0
87,2018-03-06,1,146.077140833,0,0
87,2018-03-07,1,38.773931,0,0
87,2018-03-08,2,8.07998466667,0,0
87,2018-03-09,0,0,0,0
87,2018-03-10,0,0,0,0
87,2018-03-11,0,0,0,0
87,2018-03-12,0,0,0,0
87,2018-03-13,0,0,0,0
87,2018-03-14,0,0,0,0
87,2018-03-15,0,0,0,0
87,2018-03-16,0,0,0,0
87,2018-03-17,0,0,0,0
87,2018-03-18,0,0,0,0
87,2018-03-19,0,0,0,0
87,2018-03-20,0,0,0,0
87,2018-03-21,0,0,0,0
87,2018-03-22,0,0,0,0
87,2018-03-23,0,0,0,0
87,2018-03-24,0,0,0,0
87,2018-03-25,0,0,0,1
87,2018-03-26,0,0,0,0
87,2018-03-27,0,0,0,0
87,2018-03-28,0,0,0,0
87,2018-03-29,0,0,0,0
87,2018-03-30,1,49.0008593333,0,0
87,2018-03-31,0,0,0,0
87,2018-04-01,0,0,0,0
87,2018-04-02,0,0,0,0
87,2018-04-03,0,0,0,0
87,2018-04-04,0,0,0,0
87,2018-04-05,0,0,0,0
87,2018-04-06,0,0,0,0
87,2018-04-07,0,0,0,0
87,2018-04-08,0,0,0,0
87,2018-04-09,0,0,0,0
87,2018-04-10,1,32.9249078333,0,0
87,2018-04-11,0,0,0,0
87,2018-04-12,0,0,0,0
87,2018-04-13,0,0,0,0
87,2018-04-14,0,0,0,0
87,2018-04-15,0,0,0,0
87,2018-04-16,0,0,0,0
87,2018-04-17,0,0,0,0
87,2018-04-18,0,0,0,0
87,2018-04-19,0,0,0,0
87,2018-04-20,0,0,0,0
87,2018-04-21,0,0,0,0
87,2018-04-22,0,0,0,0
87,2018-04-23,0,0,0,0
87,2018-04-24,0,0,0,0
87,2018-04-25,0,0,0,0
87,2018-04-26,0,0,0,0
87,2018-04-27,1,31.4816293333,0,0
87,2018-04-28,0,0,0,0
87,2018-04-29,1,60.323154,0,0
87,2018-04-30,0,0,0,0
87,2018-05-01,0,0,0,0
87,2018-05-02,0,0,0,0
87,2018-05-03,0,0,0,0
87,2018-05-04,1,69.340527,0,0
87,2018-05-05,1,11.0116228333,0,0
87,2018-05-06,2,138.6609235,1,0
87,2018-05-07,0,0,0,0
87,2018-05-08,0,0,0,0
87,2018-05-09,0,0,0,0
87,2018-05-10,0,0,0,0
87,2018-05-11,0,0,0,0
87,2018-05-12,0,0,0,0
87,2018-05-13,0,0,0,0
87,2018-05-14,0,0,0,0
87,2018-05-15,0,0,0,0
87,2018-05-16,0,0,0,0
87,2018-05-17,0,0,0,0
87,2018-05-18,0,0,0,0
87,2018-05-19,0,0,0,0
87,2018-05-20,0,0,0,0
87,2018-05-21,0,0,0,0
87,2018-05-22,0,0,0,0
87,2018-05-23,0,0,0,0
87,2018-05-24,1,9.70029333333,0,0
87,2018-05-25,0,0,0,0
87,2018-05-26,0,0,0,0
87,2018-05-27,0,0,0,0
87,2018-05-28,0,0,0,0
87,2018-05-29,0,0,0,0
87,2018-05-30,0,0,0,0
87,2018-05-31,0,0,0,0
87,2018-06-01,1,68.7574996667,0,0
87,2018-06-02,1,142.785937667,0,0
87,2018-06-03,0,0,0,0
87,2018-06-04,0,0,0,0
87,2018-06-05,0,0,0,0
87,2018-06-06,0,0,0,0
87,2018-06-07,1,6.565998,0,0
87,2018-06-08,0,0,0,0
87,2018-06-09,0,0,0,0
87,2018-06-10,0,0,0,0
87,2018-06-11,1,4.3894075,0,0
87,2018-06-12,0,0,0,0
87,2018-06-13,0,0,0,0
87,2018-06-14,1,7.937481,1,0
87,2018-06-15,1,132.751400167,0,0
87,2018-06-16,0,0,0,0
87,2018-06-17,0,0,0,0
87,2018-06-18,1,89.1161785,1,0
87,2018-06-19,1,46.8461471667,0,0
87,2018-06-20,2,122.6796175,1,0
87,2018-06-21,0,0,0,0
87,2018-06-22,1,78.3530951667,0,0
87,2018-06-23,0,0,0,0
87,2018-06-24,0,0,0,0
87,2018-06-25,1,127.000148833,1,0
87,2018-06-26,0,0,0,0
87,2018-06-27,1,33.7735288333,0,0
87,2018-06-28,1,3.83916166667,0,0
87,2018-06-29,0,0,0,0
87,2018-06-30,0,0,0,0
87,2018-07-01,1,69.2003941667,0,0
87,2018-07-02,1,41.5693013333,1,0
87,2018-07-03,1,15.7608813333,0,0
87,2018-07-04,0,0,0,0
87,2018-07-05,0,0,0,0
87,2018-07-06,2,170.469137,0,0
87,2018-07-07,1,171.984699333,1,0
87,2018-07-08,0,0,0,0
87,2018-07-09,0,0,0,0
87,2018-07-10,0,0,0,0
87,2018-07-11,0,0,0,0
87,2018-07-12,0,0,0,0
87,2018-07-13,1,21.7275433333,0,0
87,2018-07-14,1,109.120366,0,0
87,2018-07-15,1,412.235410833,1,0
87,2018-07-16,1,117.9543465,1,0
87,2018-07-17,1,11.27908,0,0
87,2018-07-18,2,130.316611833,1,0
87,2018-07-19,2,64.5639968334,1,0
87,2018-07-20,1,20.1295886667,0,0
87,2018-07-21,0,0,0,0
87,2018-07-22,0,0,0,0
87,2018-07-23,0,0,0,0
87,2018-07-24,0,0,0,0
87,2018-07-25,0,0,0,0
87,2018-07-27,1,57.1859426667,0,0
87,2018-07-28,0,0,0,0
87,2018-07-29,0,0,0,0
87,2018-07-30,0,0,0,0
87,2018-07-31,0,0,0,0
87,2018-08-01,0,0,0,0
87,2018-08-02,0,0,0,0
87,2018-08-03,0,0,0,0
87,2018-08-04,2,150.294242,0,0
87,2018-08-05,1,85.9557156667,0,0
87,2018-08-06,0,0,0,0
87,2018-08-07,1,72.7621676667,0,0
87,2018-08-08,0,0,0,0
87,2018-08-09,0,0,0,0
87,2018-08-10,2,219.174376333,0,0
87,2018-08-11,1,22.411221,0,0
87,2018-08-12,1,72.1106311667,0,0
87,2018-08-13,0,0,0,0
87,2018-08-14,1,9.87946766667,0,0
87,2018-08-15,1,3.6899145,0,0
87,2018-08-16,0,0,0,0
87,2018-08-17,0,0,0,0
87,2018-08-18,0,0,0,0
87,2018-08-19,1,9.06268133333,0,0
87,2018-08-20,0,0,0,0
87,2018-08-21,0,0,0,0
87,2018-08-22,0,0,0,0
87,2018-08-23,0,0,0,0
87,2018-08-24,0,0,0,0
87,2018-08-25,0,0,0,0
87,2018-08-26,0,0,0,0
87,2018-08-27,0,0,0,0
88,2017-11-15,0,0,0,0
88,2017-11-16,0,0,0,0
88,2017-11-17,1,63.4204698333,0,0
88,2017-11-18,1,44.6714688333,0,0
88,2017-11-19,1,37.8487398333,0,0
88,2017-11-20,0,0,0,0
88,2017-11-21,0,0,0,0
88,2017-11-22,1,322.770590833,2,0
88,2017-11-23,1,377.577074667,2,0
88,2017-11-24,1,72.5015016667,1,0
88,2017-11-25,1,55.8379771667,0,0
88,2017-11-26,0,0,0,0
88,2017-11-27,0,0,0,0
88,2017-11-28,0,0,0,0
88,2017-11-29,0,0,0,0
88,2017-11-30,0,0,0,0
88,2017-12-01,0,0,0,0
88,2017-12-02,0,0,0,0
88,2017-12-03,0,0,0,0
88,2017-12-04,0,0,0,0
88,2017-12-05,0,0,0,0
88,2017-12-06,0,0,0,0
88,2017-12-07,0,0,0,0
88,2017-12-08,1,13.7426268333,0,0
88,2017-12-09,1,5.51680433333,0,0
88,2017-12-10,0,0,0,0
88,2017-12-11,0,0,0,0
88,2017-12-12,0,0,0,0
88,2017-12-13,1,6.56612566667,0,0
88,2017-12-14,0,0,0,0
88,2017-12-15,0,0,0,0
88,2017-12-16,0,0,0,0
88,2017-12-17,0,0,0,0
88,2017-12-18,0,0,0,0
88,2017-12-19,0,0,0,0
88,2017-12-20,0,0,0,0
88,2017-12-21,0,0,0,0
88,2017-12-22,0,0,0,0
88,2017-12-23,1,69.5292976667,0,0
88,2017-12-24,1,51.5309308333,0,0
88,2017-12-25,1,103.621081,0,0
88,2017-12-26,1,190.781029167,0,0
88,2017-12-27,1,66.6768605,1,0
88,2017-12-28,1,45.7938665,1,0
88,2017-12-29,0,0,0,0
88,2017-12-30,0,0,0,0
88,2017-12-31,0,0,0,0
88,2018-01-01,1,284.3269545,2,0
88,2018-01-02,1,23.1409663333,0,0
88,2018-01-03,0,0,0,0
88,2018-01-04,0,0,0,0
88,2018-01-05,0,0,0,0
88,2018-01-06,0,0,0,0
88,2018-01-07,0,0,0,0
88,2018-01-08,0,0,0,0
88,2018-01-09,1,61.4727806667,0,0
88,2018-01-10,1,13.6647341667,0,0
88,2018-01-11,0,0,0,0
88,2018-01-12,0,0,0,0
88,2018-01-13,0,0,0,0
88,2018-01-14,0,0,0,0
88,2018-01-15,0,0,0,0
88,2018-01-16,0,0,0,0
88,2018-01-17,0,0,0,0
88,2018-01-18,1,2.59602066667,0,0
88,2018-01-19,0,0,0,0
88,2018-01-20,1,13.6304758333,0,0
88,2018-01-21,0,0,0,0
88,2018-01-22,0,0,0,0
88,2018-01-23,0,0,0,0
88,2018-01-24,0,0,0,0
88,2018-01-25,0,0,0,0
88,2018-01-26,0,0,0,0
88,2018-01-27,0,0,0,0
88,2018-01-28,0,0,0,0
88,2018-01-29,0,0,0,0
88,2018-01-30,0,0,0,0
88,2018-01-31,0,0,0,0
88,2018-02-01,1,48.0887813333,0,0
88,2018-02-02,0,0,0,0
88,2018-02-03,0,0,0,0
88,2018-02-04,0,0,0,0
88,2018-02-05,0,0,0,0
88,2018-02-06,0,0,0,0
88,2018-02-07,0,0,0,0
88,2018-02-08,0,0,0,0
88,2018-02-09,0,0,0,0
88,2018-02-10,0,0,0,0
88,2018-02-11,0,0,0,0
88,2018-02-12,0,0,0,0
88,2018-02-13,0,0,0,0
88,2018-02-14,0,0,0,0
88,2018-02-15,0,0,0,0
88,2018-02-16,0,0,0,0
88,2018-02-17,0,0,0,0
88,2018-02-18,0,0,0,0
88,2018-02-19,0,0,0,0
88,2018-02-20,0,0,0,0
88,2018-02-21,0,0,0,0
88,2018-02-22,0,0,0,0
88,2018-02-23,0,0,0,0
88,2018-02-24,0,0,0,0
88,2018-02-25,0,0,0,0
88,2018-02-26,0,0,0,0
88,2018-02-27,0,0,0,0
88,2018-02-28,1,38.2967556667,0,0
88,2018-03-01,1,4.54512266667,0,0
88,2018-03-02,2,54.3280641666,0,0
88,2018-03-03,1,25.2500221667,0,0
88,2018-03-04,0,0,0,0
88,2018-03-05,1,4.94366016667,0,0
88,2018-03-06,0,0,0,0
88,2018-03-07,0,0,0,0
88,2018-03-08,1,349.146436167,4,0
88,2018-03-09,0,0,0,0
88,2018-03-10,0,0,0,0
88,2018-03-11,0,0,0,0
88,2018-03-12,0,0,0,0
88,2018-03-13,0,0,0,0
88,2018-03-14,0,0,0,0
88,2018-03-15,1,22.7816273333,0,0
88,2018-03-16,1,83.3821805,0,0
88,2018-03-17,0,0,0,0
88,2018-03-18,0,0,0,0
88,2018-03-19,0,0,0,0
88,2018-03-20,0,0,0,0
88,2018-03-21,0,0,0,0
88,2018-03-22,1,65.1204718333,2,0
88,2018-03-23,1,24.5962326667,0,0
88,2018-03-24,0,0,0,0
88,2018-03-25,0,0,0,0
88,2018-03-26,0,0,0,0
88,2018-03-27,0,0,0,0
88,2018-03-28,0,0,0,0
88,2018-03-29,1,267.336630667,3,0
88,2018-03-30,1,2.40950683333,0,0
88,2018-03-31,0,0,0,0
88,2018-04-01,0,0,0,0
88,2018-04-02,0,0,0,0
88,2018-04-03,0,0,0,0
88,2018-04-04,0,0,0,0
88,2018-04-05,0,0,0,0
88,2018-04-06,0,0,0,0
88,2018-04-07,0,0,0,0
88,2018-04-08,0,0,0,0
88,2018-04-09,0,0,0,0
88,2018-04-10,0,0,0,0
88,2018-04-11,0,0,0,0
88,2018-04-12,0,0,0,0
88,2018-04-13,0,0,0,0
88,2018-04-14,0,0,0,0
88,2018-04-15,0,0,0,0
88,2018-04-16,0,0,0,0
88,2018-04-17,0,0,0,0
88,2018-04-18,0,0,0,0
88,2018-04-19,0,0,0,0
88,2018-04-20,0,0,0,0
88,2018-04-21,0,0,0,0
88,2018-04-22,0,0,0,0
88,2018-04-23,0,0,0,1
88,2018-04-24,0,0,0,0
88,2018-04-25,0,0,0,0
88,2018-04-26,1,211.460345833,1,0
88,2018-04-27,2,6.64103316666,0,0
88,2018-04-28,0,0,0,0
88,2018-04-29,0,0,0,0
88,2018-04-30,0,0,0,0
88,2018-05-01,0,0,0,0
88,2018-05-02,0,0,0,0
88,2018-05-03,0,0,0,0
88,2018-05-04,0,0,0,0
88,2018-05-05,0,0,0,0
88,2018-05-06,0,0,0,0
88,2018-05-07,0,0,0,0
88,2018-05-08,0,0,0,0
88,2018-05-09,0,0,0,0
88,2018-05-10,0,0,0,0
88,2018-05-11,0,0,0,0
88,2018-05-12,0,0,0,0
88,2018-05-13,0,0,0,0
88,2018-05-14,0,0,0,0
88,2018-05-15,0,0,0,0
88,2018-05-16,0,0,0,0
88,2018-05-17,0,0,0,0
88,2018-05-18,0,0,0,0
88,2018-05-19,0,0,0,0
88,2018-05-20,0,0,0,0
88,2018-05-21,0,0,0,0
88,2018-05-22,0,0,0,0
88,2018-05-23,0,0,0,0
88,2018-05-24,0,0,0,0
88,2018-05-25,0,0,0,0
88,2018-05-26,0,0,0,0
88,2018-05-27,0,0,0,0
88,2018-05-28,0,0,0,0
88,2018-05-29,0,0,0,0
88,2018-05-30,0,0,0,0
88,2018-05-31,2,384.241517334,0,0
88,2018-06-01,1,7.33347616667,0,0
88,2018-06-02,0,0,0,0
88,2018-06-03,0,0,0,0
88,2018-06-04,0,0,0,0
88,2018-06-05,0,0,0,0
88,2018-06-06,0,0,0,0
88,2018-06-07,0,0,0,0
88,2018-06-08,0,0,0,0
88,2018-06-09,0,0,0,0
88,2018-06-10,0,0,0,0
88,2018-06-11,0,0,0,0
88,2018-06-12,0,0,0,0
88,2018-06-13,0,0,0,0
88,2018-06-14,0,0,0,0
88,2018-06-15,0,0,0,0
88,2018-06-16,0,0,0,0
88,2018-06-17,0,0,0,0
88,2018-06-18,0,0,0,0
88,2018-06-19,0,0,0,0
88,2018-06-20,0,0,0,0
88,2018-06-21,0,0,0,0
88,2018-06-22,0,0,0,0
88,2018-06-23,0,0,0,0
88,2018-06-24,0,0,0,0
88,2018-06-25,0,0,0,0
88,2018-06-26,0,0,0,0
88,2018-06-27,0,0,0,0
88,2018-06-28,0,0,0,0
88,2018-06-29,0,0,0,0
88,2018-06-30,0,0,0,0
88,2018-07-01,0,0,0,0
88,2018-07-02,0,0,0,0
88,2018-07-03,1,53.252574,0,0
88,2018-07-04,0,0,0,0
88,2018-07-05,0,0,0,0
88,2018-07-06,0,0,0,0
88,2018-07-07,0,0,0,0
88,2018-07-08,0,0,0,0
88,2018-07-09,0,0,0,0
88,2018-07-10,0,0,0,0
88,2018-07-11,0,0,0,0
88,2018-07-12,0,0,0,0
88,2018-07-13,0,0,0,0
88,2018-07-14,0,0,0,0
88,2018-07-15,0,0,0,0
88,2018-07-16,0,0,0,0
88,2018-07-17,0,0,0,0
88,2018-07-18,0,0,0,0
88,2018-07-19,0,0,0,0
88,2018-07-20,0,0,0,0
88,2018-07-21,0,0,0,0
88,2018-07-22,0,0,0,0
88,2018-07-23,0,0,0,0
88,2018-07-24,0,0,0,0
88,2018-07-25,0,0,0,0
88,2018-07-27,0,0,0,0
88,2018-07-28,0,0,0,0
88,2018-07-29,0,0,0,0
88,2018-07-30,0,0,0,0
88,2018-07-31,0,0,0,0
88,2018-08-01,0,0,0,0
88,2018-08-02,0,0,0,0
88,2018-08-03,0,0,0,0
88,2018-08-04,0,0,0,0
88,2018-08-05,0,0,0,0
88,2018-08-06,0,0,0,0
88,2018-08-07,0,0,0,0
88,2018-08-08,0,0,0,0
88,2018-08-09,0,0,0,0
88,2018-08-10,0,0,0,0
88,2018-08-11,0,0,0,0
88,2018-08-12,0,0,0,0
88,2018-08-13,0,0,0,0
88,2018-08-14,0,0,0,0
88,2018-08-15,0,0,0,0
88,2018-08-16,0,0,0,0
88,2018-08-17,0,0,0,0
88,2018-08-18,0,0,0,0
88,2018-08-19,0,0,0,0
88,2018-08-20,0,0,0,0
88,2018-08-21,0,0,0,0
88,2018-08-22,0,0,0,0
88,2018-08-23,0,0,0,0
88,2018-08-24,0,0,0,0
88,2018-08-25,0,0,0,0
88,2018-08-26,0,0,0,0
88,2018-08-27,0,0,0,0
89,2018-05-07,1,32.0263603333,1,0
89,2018-05-08,1,25.9431713333,0,0
89,2018-05-09,0,0,0,0
89,2018-05-10,1,5.82763416667,0,0
89,2018-05-11,0,0,0,0
89,2018-05-12,0,0,0,0
89,2018-05-13,0,0,0,0
89,2018-05-14,0,0,0,0
89,2018-05-15,0,0,0,0
89,2018-05-16,1,10.7942328333,0,0
89,2018-05-17,1,128.423540333,1,0
89,2018-05-18,1,81.2741641667,0,0
89,2018-05-19,1,38.893076,0,0
89,2018-05-20,1,54.9148378333,1,0
89,2018-05-21,2,31.0074413333,0,0
89,2018-05-22,0,0,0,0
89,2018-05-23,1,5.68676566667,0,0
89,2018-05-24,2,247.914590167,0,0
89,2018-05-25,1,57.3856605,0,0
89,2018-05-26,3,153.880128,0,0
89,2018-05-27,1,59.4397076667,0,0
89,2018-05-28,1,2.02105966667,0,0
89,2018-05-29,0,0,0,0
89,2018-05-30,1,40.7754785,0,0
89,2018-05-31,0,0,0,0
89,2018-06-01,0,0,0,0
89,2018-06-02,1,119.058348667,0,0
89,2018-06-03,0,0,0,0
89,2018-06-04,0,0,0,0
89,2018-06-05,0,0,0,0
89,2018-06-06,0,0,0,0
89,2018-06-07,3,158.56447,0,0
89,2018-06-08,1,138.367506833,0,0
89,2018-06-09,0,0,0,0
89,2018-06-10,0,0,0,0
89,2018-06-11,0,0,0,0
89,2018-06-12,0,0,0,0
89,2018-06-13,0,0,0,0
89,2018-06-14,0,0,0,0
89,2018-06-15,0,0,0,0
89,2018-06-16,0,0,0,0
89,2018-06-17,0,0,0,0
89,2018-06-18,0,0,0,0
89,2018-06-19,0,0,0,0
89,2018-06-20,0,0,0,0
89,2018-06-21,0,0,0,0
89,2018-06-22,0,0,0,0
89,2018-06-23,0,0,0,0
89,2018-06-24,1,8.74832,0,0
89,2018-06-25,1,75.4538446667,0,0
89,2018-06-26,0,0,0,0
89,2018-06-27,1,16.8562221667,0,0
89,2018-06-28,1,92.6036188333,0,0
89,2018-06-29,1,115.430603833,0,0
89,2018-06-30,0,0,0,0
89,2018-07-01,2,87.4427838333,1,0
89,2018-07-02,1,16.9052973333,0,0
89,2018-07-03,0,0,0,0
89,2018-07-04,0,0,0,0
89,2018-07-05,1,39.1542781667,0,0
89,2018-07-06,0,0,0,0
89,2018-07-07,0,0,0,0
89,2018-07-08,0,0,0,0
89,2018-07-09,6,77.951586,0,0
89,2018-07-10,0,0,0,0
89,2018-07-11,4,656.151084333,4,0
89,2018-07-12,2,27.0484408333,0,0
89,2018-07-13,2,136.121879167,1,0
89,2018-07-14,2,59.6451005,0,0
89,2018-07-15,1,96.2615378333,0,0
89,2018-07-16,2,134.305278667,1,0
89,2018-07-17,0,0,0,0
89,2018-07-18,2,207.115072166,1,0
89,2018-07-19,2,37.5845855,0,0
89,2018-07-20,1,21.3133213333,0,0
89,2018-07-21,1,67.8516785,0,0
89,2018-07-22,1,51.2353028333,1,0
89,2018-07-23,1,94.2637721667,0,0
89,2018-07-24,0,0,0,0
89,2018-07-25,0,0,0,0
89,2018-07-27,0,0,0,0
89,2018-07-28,0,0,0,0
89,2018-07-29,0,0,0,0
89,2018-07-30,0,0,0,0
89,2018-07-31,2,118.217442167,0,0
89,2018-08-01,2,44.9941665,1,0
89,2018-08-02,3,161.8912355,1,0
89,2018-08-03,2,25.5132246666,0,0
89,2018-08-04,0,0,0,0
89,2018-08-05,0,0,0,0
89,2018-08-06,1,3.82240433333,0,0
89,2018-08-07,0,0,0,0
89,2018-08-08,0,0,0,0
89,2018-08-09,2,98.1675358334,0,0
89,2018-08-10,0,0,0,0
89,2018-08-11,0,0,0,0
89,2018-08-12,0,0,0,0
89,2018-08-13,0,0,0,0
89,2018-08-14,0,0,0,0
89,2018-08-15,0,0,0,0
89,2018-08-16,0,0,0,0
89,2018-08-17,0,0,0,0
89,2018-08-18,0,0,0,0
89,2018-08-19,0,0,0,0
89,2018-08-20,0,0,0,0
89,2018-08-21,0,0,0,0
89,2018-08-22,0,0,0,0
89,2018-08-23,1,8.73554433333,0,0
89,2018-08-24,0,0,0,0
89,2018-08-25,0,0,0,0
89,2018-08-26,0,0,0,0
89,2018-08-27,0,0,0,0
90,2017-11-10,0,0,0,0
90,2017-11-11,1,71.150973,0,0
90,2017-11-12,0,0,0,0
90,2017-11-13,0,0,0,0
